key,value,date
SPDC,0.75,07/16/10
SPDC,0.75,07/17/10
SPDC,0.75,07/18/10
SPDC,1.5,07/19/10
SPDC,2.25,07/20/10
SPDC,0.75,07/27/10
SPDC,0.75,07/30/10
SPDC,3.0,08/06/10
SPDC,0.75,08/08/10
SPDC,1.5,08/10/10
SPDC,0.75,08/11/10
SPDC,0.75,08/13/10
SPDC,1.5,08/16/10
SPDC,0.75,08/17/10
SPDC,0.75,08/22/10
SPDC,0.75,08/24/10
SPDC,1.5,08/26/10
SPDC,0.75,09/02/10
SPDC,1.5,09/09/10
SPDC,0.75,09/13/10
SPDC,0.75,09/19/10
SPDC,0.75,09/21/10
SPDC,0.75,09/27/10
SPDC,0.75,09/28/10
SPDC,1.5,10/04/10
SPDC,3.0,10/05/10
SPDC,1.5,10/06/10
SPDC,0.75,10/15/10
SPDC,0.75,10/16/10
SPDC,0.75,10/17/10
SPDC,1.5,10/18/10
SPDC,8.25,11/12/10
SPDC,0.75,11/18/10
SPDC,0.75,11/22/10
SPDC,2.25,11/23/10
SPDC,0.75,01/31/11
SPDC,12.0,02/11/11
SPDC,3.0,02/12/11
SPDC,0.75,02/13/11
SPDC,1.5,02/15/11
SPDC,5.25,02/17/11
SPDC,0.75,02/18/11
SPDC,0.75,02/20/11
SPDC,2.25,02/21/11
SPDC,3.75,02/23/11
SPDC,5.25,02/24/11
SPDC,0.75,02/25/11
SPDC,0.75,02/26/11
SPDC,0.75,02/27/11
SPDC,1.5,02/28/11
SPDC,0.75,03/02/11
SPDC,0.75,03/04/11
SPDC,0.75,03/07/11
SPDC,2.25,03/10/11
SPDC,7.5,03/11/11
SPDC,0.75,03/12/11
SPDC,0.75,03/13/11
SPDC,1.5,03/14/11
SPDC,1.5,03/15/11
SPDC,0.75,03/16/11
SPDC,6.0,03/17/11
SPDC,1.5,03/18/11
SPDC,0.75,03/19/11
SPDC,3.75,03/21/11
SPDC,3.75,03/22/11
